('1', '11')
('32', '38')
('32', '39')
('32', '41')
('32', '48')
('32', '89')
('32', '110')
('32', '940')
('36', '38')
('36', '39')
('36', '41')
('36', '48')
('36', '89')
('38', '39')
('38', '41')
('38', '48')
('38', '89')
('38', '110')
('38', '681')
('38', '940')
('39', '41')
('39', '48')
('39', '89')
('39', '110')
('39', '681')
('39', '940')
('39', '1290')
('39', '1704')
('39', '2065')
('39', '3108')
('41', '48')
('41', '89')
('41', '110')
('41', '681')
('41', '940')
('41', '1290')
('48', '89')
('48', '110')
('48', '681')
('48', '940')
('48', '1290')
('48', '3108')
('89', '110')
('940', '3108')
('1704', '2065')
